gender,city,state,zip,job,category,amt,is_fraud,age
M,Lawrence,MA,1843,Geoscientist,shopping_pos,3.96,0,41
F,Marathon,TX,79842,Lexicographer,shopping_net,7.54,0,36
F,Utica,MO,64686,Land/geomatics surveyor,personal_care,37.43,0,54
F,Kirby,OH,43330,Private music teacher,shopping_pos,1.33,0,69
M,Andrews,IN,46702,Retail banker,food_dining,79.02,0,71
F,Edisto Island,SC,29438,"Sales professional, IT",grocery_net,44.58,0,29
F,De Witt,AR,72042,Electrical engineer,grocery_net,37.06,0,33
M,Burke,VA,22015,Health visitor,grocery_pos,80.55,0,76
M,Fort Washakie,WY,82514,Freight forwarder,entertainment,70.57,0,50
M,Fairview,NJ,7022,"Programmer, multimedia",gas_transport,67.18,0,59
F,Manistique,MI,49854,Trade mark attorney,shopping_net,221.44,0,47
F,Clarks Mills,PA,16114,Energy manager,personal_care,152.98,0,29
F,Henderson,WV,25106,Building services engineer,gas_transport,54.14,0,80
M,Winfield,WV,25213,Exhibition designer,home,8.06,0,46
M,Lakeview,MI,48850,Emergency planning/management officer,shopping_net,6.31,0,50
M,Turner,MT,59542,Further education lecturer,personal_care,40.86,0,62
M,Hovland,MN,55606,Freight forwarder,entertainment,126.32,0,25
F,Ronceverte,WV,24970,Statistician,entertainment,172.49,0,35
F,Slayden,TN,37165,Prison officer,kids_pets,47.78,0,70
M,Allentown,GA,31003,"Lecturer, higher education",misc_pos,358.4,0,61
F,Cape Coral,FL,33909,Higher education careers adviser,grocery_pos,84.77,0,58
M,Westport,KY,40077,Pensions consultant,misc_pos,266.89,0,30
M,Allentown,NY,14707,Radio producer,misc_pos,360.1,0,70
F,Oolitic,IN,47451,Counsellor,shopping_pos,73.83,0,35
F,Altonah,UT,84002,"Sales professional, IT",kids_pets,5.89,0,36
M,Cleveland,AL,35049,Aid worker,gas_transport,51.75,0,49
F,Hinckley,OH,44233,Medical sales representative,kids_pets,46.27,0,38
M,Big Creek,KY,40914,"Psychologist, forensic",shopping_pos,144.15,0,42
F,North Loup,NE,68859,"Nurse, children's",travel,4.42,0,46
F,Vanderbilt,PA,15486,Physiotherapist,gas_transport,51.54,0,39
M,Sontag,MS,39665,"Librarian, academic",health_fitness,17.9,0,68
F,Altonah,UT,84002,"Sales professional, IT",grocery_net,87.65,0,36
F,Clarks Mills,PA,16114,Energy manager,shopping_net,32.57,0,29
F,Mountain Park,OK,73559,Research scientist (life sciences),personal_care,9.59,0,43
F,Manville,WY,82227,Educational psychologist,kids_pets,35.0,0,46
F,Issaquah,WA,98027,Osteopath,personal_care,1.03,0,42
M,Smock,PA,15480,Charity fundraiser,kids_pets,44.66,0,36
M,Oak Hill,NY,12460,Glass blower/designer,travel,559.89,0,55
F,Sutherland,NE,69165,Insurance broker,grocery_net,36.48,0,44
F,Kansas City,MO,64114,Counsellor,travel,5.76,0,39
F,Manistique,MI,49854,Trade mark attorney,food_dining,45.6,0,47
F,Spencer,SD,57374,"Development worker, international aid",shopping_pos,8.61,0,54
F,Hudson,KS,67545,Probation officer,grocery_pos,121.35,0,58
F,Lowville,NY,13367,Theme park manager,misc_net,41.88,0,35
F,Kingsford Heights,IN,46346,"Psychologist, forensic",personal_care,2.59,0,28
M,Heidelberg,MS,39439,"Exhibitions officer, museum/gallery",gas_transport,70.9,0,38
M,Bolivar,PA,15923,"Administrator, local government",personal_care,79.48,0,32
M,Fort Washakie,WY,82514,Freight forwarder,misc_net,81.32,0,50
M,Sachse,TX,75048,Site engineer,personal_care,2.42,0,41
F,Plantersville,AL,36758,Drilling engineer,travel,6.17,0,56
F,Matthews,MO,63867,Aeronautical engineer,kids_pets,5.72,0,47
F,Shields,ND,58569,Film/video editor,home,232.09,0,37
M,Saxon,WI,54559,Television/film/video producer,home,70.25,0,40
M,Greenbush,VA,23357,Psychiatrist,entertainment,7.29,0,77
F,Moravian Falls,NC,28654,"Psychologist, counselling",entertainment,93.11,0,38
M,Murrayville,IL,62668,Commercial/residential surveyor,health_fitness,78.15,0,23
F,Duncan,MS,38740,Trading standards officer,home,32.7,0,71
M,Newark Valley,NY,13811,Further education lecturer,grocery_pos,62.21,0,32
F,Coleharbor,ND,58531,Make,misc_pos,1.05,0,96
F,Bellmore,NY,11710,"Librarian, public",health_fitness,74.38,0,56
F,Breesport,NY,14816,Psychotherapist,home,83.85,0,35
F,Roma,TX,78584,IT trainer,shopping_net,117.53,0,36
F,Notrees,TX,79759,Cytogeneticist,gas_transport,58.98,0,57
M,Haw River,NC,27258,Paramedic,health_fitness,3.54,0,42
F,Lakeport,CA,95453,Podiatrist,grocery_pos,195.63,0,54
M,Ozawkie,KS,66070,Theatre director,health_fitness,71.95,0,78
F,Washington,DC,20036,Prison officer,personal_care,18.15,0,40
F,Ehrhardt,SC,29081,"Engineer, materials",gas_transport,57.2,0,34
F,Powell Butte,OR,97753,Local government officer,shopping_net,522.05,0,73
M,North Las Vegas,NV,89084,Catering manager,shopping_net,154.11,0,66
M,Fort Washakie,WY,82514,Freight forwarder,gas_transport,69.24,0,50
M,Arcadia,MI,49613,"Designer, jewellery",kids_pets,92.26,0,60
F,Sherman,TX,75092,Systems developer,personal_care,115.15,0,56
M,Lake Jackson,TX,77566,Futures trader,kids_pets,11.84,0,27
M,Warren,MI,48088,"Producer, radio",gas_transport,85.74,0,70
M,New Boston,IL,61272,Manufacturing engineer,grocery_net,43.76,0,33
F,Westfir,OR,97492,Forensic psychologist,personal_care,9.97,0,65
F,Hedley,TX,79237,Early years teacher,grocery_pos,77.02,0,50
M,Fayetteville,NC,28314,"Scientist, research (maths)",home,40.64,0,33
M,Afton,MI,49705,Technical brewer,gas_transport,83.37,0,68
F,Clayton,OK,74536,Occupational psychologist,gas_transport,64.69,0,54
F,Hinesburg,VT,5461,Claims inspector/assessor,food_dining,4.36,0,28
M,Wichita,KS,67232,Heritage manager,home,248.05,0,41
M,Laredo,TX,78040,Video editor,grocery_net,35.5,0,55
F,Saint Amant,LA,70774,"Surveyor, rural practice",personal_care,21.93,0,49
F,Coleman,TX,76834,Radio producer,food_dining,28.25,0,64
F,Fenelton,PA,16034,Operations geologist,home,88.35,0,63
F,Coleharbor,ND,58531,Make,gas_transport,77.37,0,96
F,Paradise Valley,AZ,85253,Building surveyor,home,75.83,0,91
F,Bradley,SC,29819,Research scientist (physical sciences),shopping_pos,5.01,0,42
F,Catawba,VA,24070,Equality and diversity officer,personal_care,70.28,0,86
F,Louisville,KY,40209,"Education officer, museum",kids_pets,156.6,0,65
M,Roseland,NE,68973,"Nurse, mental health",grocery_pos,116.66,0,78
F,Burbank,WA,99323,Musician,grocery_pos,208.47,0,45
M,Haines City,FL,33844,Exercise physiologist,gas_transport,64.42,0,35
M,Bowdoin,ME,4287,"Engineer, electronics",shopping_net,4.45,0,29
F,Esbon,KS,66941,Tourism officer,grocery_pos,104.69,0,39
M,Lohrville,IA,51453,Administrator,misc_net,788.07,1,72
F,Dunlevy,PA,15432,Mining engineer,travel,8.57,0,75
M,Schaefferstown,PA,17088,Gaffer,home,85.27,0,44
M,Sprague,NE,68438,Chiropodist,health_fitness,61.93,0,59
F,Tupper Lake,NY,12986,Chartered loss adjuster,entertainment,84.81,0,50
M,South Richmond Hill,NY,11419,Site engineer,grocery_pos,51.37,0,89
M,Romulus,MI,48174,Police officer,grocery_net,30.06,0,55
F,Moundsville,WV,26041,Physiotherapist,misc_pos,144.87,0,49
F,Brantley,AL,36009,Exercise physiologist,shopping_net,4.06,0,68
M,Mount Saint Joseph,OH,45051,Exhibition designer,gas_transport,65.92,0,52
M,Collegeville,MN,56321,Farm manager,food_dining,60.39,0,45
F,Georgetown,MN,56546,"Research officer, trade union",food_dining,90.15,0,50
M,Tickfaw,LA,70466,"Accountant, chartered public finance",gas_transport,57.74,0,75
F,Creola,OH,45622,"Copywriter, advertising",misc_net,5.31,0,47
M,Churubusco,IN,46723,"Research officer, trade union",misc_pos,3.85,0,40
F,Lowell,OR,97452,Systems analyst,shopping_net,472.63,0,61
M,Port Costa,CA,94569,Armed forces training and education officer,personal_care,48.9,0,67
M,Greenwich,NJ,8323,Insurance risk surveyor,travel,3.15,0,61
F,Birmingham,IA,52535,Camera operator,shopping_pos,3.1,0,38
F,Lagrange,WY,82221,Product/process development scientist,home,64.82,0,53
M,Dalton,WI,53926,Civil Service fast streamer,grocery_pos,133.74,0,59
F,Beaver Falls,PA,15010,Podiatrist,gas_transport,85.54,0,26
F,Holcomb,KS,67851,Arboriculturist,shopping_net,270.9,0,33
M,Wilmette,IL,60091,Trade mark attorney,shopping_pos,1.1,0,40
F,Baton Rouge,LA,70808,"Designer, furniture",home,41.24,0,49
F,Armagh,PA,15920,Early years teacher,health_fitness,130.28,0,54
M,Tower Hill,IL,62571,Radio broadcast assistant,shopping_net,98.34,0,46
F,Issaquah,WA,98027,Osteopath,personal_care,34.25,0,42
M,Lonsdale,MN,55046,Chief Strategy Officer,personal_care,19.52,0,39
M,Belfast,NY,14711,Mechanical engineer,entertainment,47.75,0,64
M,West Harrison,NY,10604,Lexicographer,grocery_pos,38.96,0,49
M,Newark Valley,NY,13811,Further education lecturer,personal_care,30.35,0,32
M,Nazareth,TX,79063,Petroleum engineer,health_fitness,78.92,0,46
F,Viola,AR,72583,Psychiatric nurse,entertainment,2.61,0,40
M,Schaefferstown,PA,17088,Gaffer,shopping_net,101.93,0,44
F,Whigham,GA,39897,"Editor, commissioning",grocery_pos,74.6,0,76
F,Saint Louis,MO,63131,Occupational hygienist,gas_transport,70.34,0,66
M,Westport,KY,40077,Pensions consultant,shopping_net,19.11,0,30
M,Portland,OR,97210,"Engineer, building services",gas_transport,67.53,0,63
F,Eureka,IL,61530,Archivist,kids_pets,41.02,0,81
M,Atlantic,VA,23303,"Geologist, engineering",shopping_net,86.44,0,40
F,Diamond,OH,44412,"Engineer, biomedical",grocery_pos,196.17,0,43
M,Fayetteville,NC,28314,"Scientist, research (maths)",misc_net,9.89,0,33
M,Key West,FL,33040,Town planner,grocery_pos,86.04,0,39
M,Corriganville,MD,21524,Energy engineer,gas_transport,72.72,0,66
M,Athena,OR,97813,Dealer,grocery_pos,125.07,0,50
F,Whigham,GA,39897,"Editor, commissioning",kids_pets,4.66,0,76
M,Elizabethtown,KY,42701,Surgeon,home,12.49,0,36
F,Bauxite,AR,72011,"Scientist, audiological",entertainment,83.25,0,51
M,Birmingham,AL,35229,Musician,gas_transport,87.87,0,46
M,Grand Bay,AL,36541,Armed forces logistics/support/administrative officer,entertainment,109.51,0,78
F,Orient,WA,99160,Special educational needs teacher,kids_pets,15.5,0,48
M,Emporium,PA,15834,Public affairs consultant,home,139.33,0,57
F,Ranier,MN,56668,Ceramics designer,misc_pos,158.53,0,26
F,Tomahawk,WI,54487,Seismic interpreter,personal_care,37.68,0,29
M,Falmouth,MI,49632,Furniture designer,gas_transport,86.03,0,71
F,Brandon,VT,5733,"Scientist, marine",food_dining,45.08,0,51
M,Lakeland,FL,33813,"Radiographer, therapeutic",health_fitness,1.64,0,65
M,Winfield,WV,25213,Exhibition designer,shopping_pos,6.22,0,46
M,Pembroke,NC,28372,Hospital doctor,grocery_pos,76.37,0,71
F,Pembroke Township,IL,60958,"Psychotherapist, child",entertainment,93.12,0,22
F,Kansas City,MO,64114,Counsellor,gas_transport,69.45,0,39
F,Garrattsville,NY,13342,Naval architect,gas_transport,63.34,0,81
M,Mounds,OK,74047,Fitness centre manager,grocery_pos,101.07,0,44
M,Espanola,NM,87533,Historic buildings inspector/conservation officer,entertainment,66.7,0,54
M,Wilmette,IL,60091,Trade mark attorney,health_fitness,39.01,0,40
F,Orient,WA,99160,Special educational needs teacher,home,23.88,0,48
M,Zaleski,OH,45698,Accounting technician,health_fitness,73.58,0,48
M,Schaefferstown,PA,17088,Gaffer,grocery_net,45.27,0,44
F,Tulsa,OK,74130,Bookseller,personal_care,26.18,0,58
M,Remer,MN,56672,Insurance risk surveyor,shopping_net,82.2,0,39
M,Portland,OR,97210,"Engineer, building services",entertainment,50.74,0,63
F,Enola,AR,72047,"Physicist, medical",misc_pos,1.46,0,72
M,Bryant,WI,54418,Information systems manager,shopping_net,84.49,0,47
F,Fulton,SD,57340,Financial adviser,shopping_net,1.38,0,71
M,Mount Perry,OH,43760,Barrister's clerk,kids_pets,4.61,0,73
F,Winger,MN,56592,Applications developer,travel,1.3,0,60
F,Sheffield,MA,1257,Radio producer,gas_transport,62.31,0,53
M,Monmouth Beach,NJ,7750,Health promotion specialist,health_fitness,20.69,0,48
M,Turner,MT,59542,Further education lecturer,home,20.68,0,62
M,Gretna,LA,70056,Biomedical scientist,entertainment,27.1,0,54
F,Falls City,TX,78113,"Engineer, mining",entertainment,96.52,0,59
F,Bigelow,MN,56117,Economist,kids_pets,159.29,0,49
F,Meredith,CO,81642,Public relations account executive,gas_transport,59.78,0,87
M,Cleveland,AL,35049,Aid worker,entertainment,61.04,0,49
F,Roosevelt,OK,73564,Amenity horticulturist,gas_transport,93.42,0,56
M,Arnold,MO,63010,Land/geomatics surveyor,grocery_pos,83.37,0,41
F,Bridgeport,NJ,8014,"Engineer, control and instrumentation",entertainment,15.8,0,46
M,Zaleski,OH,45698,Accounting technician,shopping_pos,131.89,0,48
F,Thompson,UT,84540,"Surveyor, minerals",gas_transport,42.22,0,39
F,Thompson,UT,84540,"Surveyor, minerals",misc_pos,1.32,0,39
M,Comfrey,MN,56019,Health and safety adviser,gas_transport,42.17,0,82
M,Oakland,CA,94619,Barista,kids_pets,110.86,0,52
F,Diamond,OH,44412,"Engineer, biomedical",shopping_pos,7.72,0,43
M,Springfield,GA,31329,"Therapist, occupational",personal_care,21.07,0,57
M,Warren,MI,48088,"Doctor, hospital",personal_care,6.62,0,46
F,Westerville,NE,68881,Product designer,gas_transport,46.24,0,91
F,Allentown,PA,18103,"Scientist, research (maths)",misc_pos,1.74,0,28
M,Dallas,TX,75236,"Designer, interior/spatial",misc_pos,6.28,0,74
M,Muskegon,MI,49440,Historic buildings inspector/conservation officer,misc_pos,677.25,0,31
F,Notrees,TX,79759,Cytogeneticist,kids_pets,2.43,0,57
F,Mill Creek,PA,17060,Archaeologist,entertainment,24.73,0,40
F,Jermyn,PA,18433,Training and development officer,entertainment,28.62,0,45
F,Norman,AR,71960,Manufacturing engineer,kids_pets,26.37,0,27
M,Laredo,TX,78040,Video editor,misc_net,107.05,0,55
M,Birmingham,AL,35229,Musician,gas_transport,75.14,0,46
F,West Palm Beach,FL,33417,Historic buildings inspector/conservation officer,kids_pets,71.77,0,66
F,Saint Louis,MO,63131,Occupational hygienist,gas_transport,84.25,0,66
F,Blairstown,MO,64726,Agricultural consultant,gas_transport,56.05,0,76
M,Norwalk,CA,90650,Firefighter,food_dining,10.4,0,53
M,Ragland,AL,35131,Educational psychologist,food_dining,21.06,0,28
M,Fulton,OH,43321,Facilities manager,kids_pets,10.91,0,21
M,Norwalk,CA,90650,Firefighter,personal_care,18.3,0,53
F,Altair,TX,77412,"Editor, film/video",grocery_pos,103.04,0,43
F,Lowell,OR,97452,Systems analyst,grocery_pos,170.58,0,61
M,Cazenovia,WI,53924,Occupational hygienist,shopping_net,94.32,0,42
M,Topeka,KS,66616,Clinical cytogeneticist,travel,8.69,0,51
M,Newberg,OR,97132,Research scientist (physical sciences),shopping_pos,4.76,0,49
M,Kensington,MD,20895,Operations geologist,misc_pos,183.67,0,50
M,Timberville,VA,22853,Waste management officer,grocery_pos,125.3,0,64
F,Sherman,TX,75092,Systems developer,home,17.99,0,56
F,Littleton,CO,80120,Water engineer,grocery_pos,217.59,0,51
F,Cromona,KY,41810,Chief Financial Officer,shopping_pos,3.44,0,66
M,Dallas,TX,75238,Drilling engineer,misc_pos,364.22,0,67
F,Wetmore,MI,49895,Immunologist,shopping_net,850.87,0,54
F,Lowell,OR,97452,Systems analyst,misc_pos,288.23,0,61
M,June Lake,CA,93529,Health service manager,personal_care,55.65,0,99
F,Mill Creek,PA,17060,Archaeologist,kids_pets,36.92,0,40
M,Mount Hope,AL,35651,"Librarian, academic",health_fitness,59.63,0,71
M,Lonetree,WY,82936,Research scientist (physical sciences),food_dining,62.58,0,45
F,Morrisdale,PA,16858,Dispensing optician,grocery_pos,217.96,0,39
M,Milner,GA,30257,Field seismologist,food_dining,39.97,0,57
M,Emmons,MN,56029,Communications engineer,misc_net,5.86,0,58
M,Desdemona,TX,76445,Clothing/textile technologist,shopping_pos,130.78,0,48
F,Ranier,MN,56668,Ceramics designer,misc_net,115.64,0,26
F,Deltona,FL,32725,Commercial horticulturist,shopping_net,47.55,0,38
F,Keisterville,PA,15449,Systems developer,gas_transport,70.5,0,81
F,Philadelphia,PA,19149,Structural engineer,entertainment,125.72,0,41
M,Ruth,NV,89319,Interpreter,travel,530.12,0,80
F,Deane,KY,41812,"Conservation officer, historic buildings",personal_care,7.86,0,29
F,Keisterville,PA,15449,Systems developer,gas_transport,78.28,0,81
F,Houston,TX,77007,"Copywriter, advertising",shopping_net,262.85,0,42
M,Athena,OR,97813,Dealer,shopping_net,85.77,0,50
M,Belfast,NY,14711,Mechanical engineer,misc_net,7.99,0,64
F,Edisto Island,SC,29438,"Sales professional, IT",grocery_pos,66.5,0,29
F,Thomas,WV,26292,Forensic psychologist,misc_net,1.87,0,45
M,Ozawkie,KS,66070,Theatre director,health_fitness,34.71,0,78
F,Lebanon,VA,24266,"Teacher, English as a foreign language",entertainment,43.97,0,49
F,West Henrietta,NY,14586,"Teacher, primary school",kids_pets,71.71,0,58
M,Port Costa,CA,94569,Armed forces training and education officer,food_dining,39.63,0,67
M,Moriarty,NM,87035,"Therapist, art",shopping_pos,28.05,0,38
F,Conway,WA,98238,"Research officer, political party",shopping_pos,16.75,0,42
F,Thrall,TX,76578,Press sub,gas_transport,49.74,0,50
M,Grenada,CA,96038,Systems analyst,misc_pos,12.17,0,81
M,Glendale,CA,91206,Advertising account planner,misc_pos,2.04,0,44
M,Cokeburg,PA,15324,Dealer,entertainment,74.88,0,37
M,Riverton,WY,82501,"Lecturer, higher education",shopping_net,1.51,0,33
M,Cokeburg,PA,15324,Dealer,health_fitness,73.3,0,37
M,Fairview,NJ,7022,"Programmer, multimedia",kids_pets,66.11,0,59
F,Arcadia,SC,29320,Animal technologist,shopping_pos,5.15,0,37
M,Pikesville,MD,21208,Company secretary,grocery_pos,63.3,0,49
F,Stanchfield,MN,55080,"Lecturer, further education",personal_care,39.56,0,31
M,Marion,CT,6444,Health service manager,gas_transport,78.36,0,64
F,Matthews,MO,63867,Aeronautical engineer,gas_transport,81.29,0,47
F,Gadsden,AL,35903,Ceramics designer,travel,5.84,0,56
M,Woodville,AL,35776,"Editor, commissioning",shopping_net,7.5,0,47
F,Rhame,ND,58651,Illustrator,personal_care,2.16,0,71
M,Holloway,OH,43985,Child psychotherapist,gas_transport,68.44,0,80
F,Barneveld,NY,13304,IT trainer,health_fitness,49.5,0,32
F,Hannawa Falls,NY,13647,Chief Executive Officer,shopping_net,3.31,0,35
F,East Canaan,CT,6024,Comptroller,misc_pos,368.47,0,39
F,North Prairie,WI,53153,Applications developer,gas_transport,56.88,0,84
F,Esbon,KS,66941,Tourism officer,grocery_pos,119.61,0,39
M,Bronx,NY,10463,"Therapist, drama",grocery_pos,79.53,0,36
F,Mendon,UT,84325,"Scientist, audiological",personal_care,17.85,0,63
M,North Judson,IN,46366,"Doctor, general practice",gas_transport,62.62,0,67
M,Clune,PA,15727,Race relations officer,home,74.87,0,48
M,Harrodsburg,IN,47434,Social researcher,personal_care,59.23,0,71
F,Topeka,KS,66618,Secondary school teacher,kids_pets,64.13,0,22
F,Smiths Grove,KY,42171,"Therapist, sports",gas_transport,68.9,0,27
F,Hurricane,WV,25526,Sub,shopping_pos,7.08,0,46
M,Norwalk,CA,90650,Firefighter,food_dining,1.09,0,53
M,New Holstein,WI,53061,Child psychotherapist,home,94.35,0,48
M,Cadiz,KY,42211,Commissioning editor,entertainment,47.42,0,65
F,De Witt,AR,72042,Electrical engineer,personal_care,26.36,0,33
F,Cottekill,NY,12419,Comptroller,misc_net,8.15,0,36
F,Pembroke Township,IL,60958,"Psychotherapist, child",misc_net,132.93,0,22
F,Fordoche,LA,70732,Community education officer,kids_pets,8.45,0,75
F,Randolph,OH,44265,Mechanical engineer,misc_net,50.35,0,66
F,Topeka,KS,66618,Secondary school teacher,entertainment,64.83,0,22
M,Arcadia,MI,49613,"Designer, jewellery",misc_pos,129.26,0,60
M,Smithfield,IL,61477,Futures trader,travel,595.32,0,53
F,Houston,TX,77007,"Copywriter, advertising",shopping_net,2.27,0,42
F,Oran,IA,50664,Sports administrator,shopping_pos,4.92,0,54
F,Gibsonville,NC,27249,Arboriculturist,home,26.9,0,92
M,Bristow,IN,47515,Horticultural therapist,entertainment,73.96,0,44
M,Sachse,TX,75048,Site engineer,kids_pets,41.15,0,41
M,Summerfield,TX,79085,Fisheries officer,grocery_pos,96.8,0,34
M,Brooklin,ME,4616,"Loss adjuster, chartered",home,93.36,0,52
F,Matthews,MO,63867,Aeronautical engineer,gas_transport,91.85,0,47
M,Freedom,WY,83120,"Education officer, museum",grocery_pos,140.17,0,59
F,Shields,ND,58569,Film/video editor,home,125.24,0,37
F,Early,IA,50535,"Pilot, airline",personal_care,45.22,0,77
F,Mulberry Grove,IL,62262,Race relations officer,misc_pos,10.06,0,52
M,Moulton,IA,52572,Probation officer,gas_transport,55.88,0,65
M,Haw River,NC,27258,Paramedic,personal_care,7.67,0,42
F,River,KY,41254,Quarry manager,shopping_net,1.87,0,95
M,Kirk,CO,80824,Network engineer,kids_pets,6.57,0,71
F,Ford,VA,23850,Chief Operating Officer,home,7.41,0,50
F,Meadville,MS,39653,"Therapist, horticultural",misc_net,25.44,0,65
